ins_0,ins_1,ins_2,ins_3,ins_4,ins_5,ins_6,ins_7,ins_8,ins_9,ins_10,ins_11,ins_12,ins_13,ins_14,ins_15,ins_16,ins_17,ins_18,ins_19,ins_20,ins_21,ins_22,ins_23,ins_24,ins_25,ins_26,ins_27,ins_28,ins_29,ins_30,ins_31,ins_32,ins_33,ins_34,ins_35,ins_36,ins_37,ins_38,ins_39,ins_40,ins_41,ins_42,ins_43,ins_44,ins_45,ins_46,ins_47,ins_48,ins_49
0.007714818,-0.011443284,0.000464828,-0.018927445,0.004579653,-0.002888087,-0.000273598,0.010346487,-0.012158055,-0.009025547,0.004275027,-0.010752688,-0.006721434,-0.009190121,0.008538321,0.000777001,-0.014492754,-0.007220217,0.023262178,-0.003995083,0.004130525,-0.01375,-0.011683559,-0.000599161,0.000523629,-0.006590096,0.00080732,0.023333333,-0.001359388,-0.015429831,0.01053705,0.003872367,-0.015403129,-0.003666841,0.004003371,0.003802281,0.00451643,-0.006885867,-0.004176869,0.000502681,-0.000262743,-0.025247758,0.014304724,0.004731861,-0.003330771,-0.006676037,-0.010866719,0.012417219,-0.00428782,0
-0.004223865,0.007090146,-0.005110733,-0.008360129,-0.000325627,0.000362056,-0.008210181,0.012145749,-0.000946746,-0.000308737,0.011706279,-0.015984655,-0.017669173,-0.003478261,0.005845596,-0.000582298,0.008249641,0.006181818,0.011767852,0.004011108,-0.002673797,-0.001267427,-0.012106538,-0.001948441,0.004579354,-0.018195603,0.018015596,-0.010495838,-0.006125574,-0.01380597,0.001009082,-0.007251967,0.001711073,-0.003680336,0.009653725,0.007130125,-0.009457364,-0.023574276,-0.001590975,-0.002344666,-0.00131406,-0.010409102,-0.006887504,-0.001831502,-0.000257069,-0.000707464,0.002382528,-0.007358953,0.001614857,-0.002236303
0.001060445,0.004741379,0.018524284,0.005512322,-0.00276873,0.000361925,-0.011589404,0.001411765,-0.015399195,-0.009419395,-0.017180926,0.009096816,0.003444317,0.001939112,-0.011422846,-0.00077685,0.001600854,0.004698229,0.014274385,0.012292563,0.008455352,-0.025063452,-0.009803922,-0.008559844,0.000130242,0.002316602,0,0.005120702,0.002910461,0.02194476,-0.005040323,0.012589369,-0.003660322,-0.005804749,-0.011847849,-0.009734513,-0.002034747,0.013669448,-0.001014052,-0.009736445,0.004736842,-0.018835616,-0.007926024,0.021494102,0.003471329,-0.007787611,-0.010299749,-0.006177924,-0.00120919,-0.000747105
0,0.003146003,-0.014366499,-0.013221541,0.011595623,0.006150507,-0.002512563,-0.007518797,0.001924928,-0.015276695,0.000713521,0.00772698,0.00877193,0.002515967,-0.009122238,0.004081633,-0.010655301,-0.005395683,-0.012509773,-0.005768063,-0.004907975,-0.008460788,0.000145603,0.013480763,0.005729913,-0.015215716,0.011357633,0.002911208,-0.005291909,0.000370233,0.009118541,0.005986186,0.014450159,-0.014861996,-0.008834666,0.016532618,-0.002979925,0.003152364,-0.001740139,-0.007797932,0.000654793,-0.007728746,0.0126498,-0.014370028,-0.000384369,0.001070282,-0.004402935,-0.002072109,-0.000672585,0.009345794
-0.00503178,-0.000997862,0.02822143,0.002614379,-0.001775912,0.004314995,0.001679261,0.004498106,-0.004082613,-0.007281938,-0.019964349,0.011501597,0.005293006,-0.001737452,-0.025777414,0.011033682,-0.000718004,-0.015189873,0.015307469,0.001526718,0.006165228,0.015425008,0.015140486,0.020774174,-0.006215201,-0.012321533,0.007312614,-0.023584906,-0.008580745,0.012953368,0.008701473,-0.005950565,-0.007967166,-0.006465517,0.004881154,-0.018461538,0.001101148,-0.012395251,0.002033701,0.001879378,-0.002093967,-0.003266332,-0.008547009,0.019005467,0.004870546,-0.000356379,0.014071295,0.017857143,0.009960964,-0.001481481
0.000798509,-0.001284247,-0.01372342,0.015645372,-0.002426007,0.00179019,0.013690975,-0.008720245,-0.023390403,-0.000637857,-0.00545653,-0.000210571,-0.017675818,-0.009089151,0.006299874,0.007466973,-0.010418538,0.003305178,-0.006758513,-0.001829268,-0.006127451,0.000323206,-0.009034849,0.017569546,-0.00534202,-0.007326733,0.007000259,0.028613898,-0.001211702,0.01863354,0.002986065,0.006753645,-0.011194938,-0.01626898,-0.006335797,0.007165249,-0.001414205,-0.007070886,-0.006958539,-0.001364256,0.006163934,0.005293673,-0.000994695,0.016607052,-0.000127551,-0.005347594,-0.00383243,-0.018359853,-0.006797281,-0.003709199
-0.001595745,0.000714388,0.010397554,-0.001283697,0.000324254,0.001429593,-0.000551268,0.006894912,0.007901235,-0.010371789,0.010241405,0.001895535,-0.004977029,-0.00214676,-0.01293823,-0.005511212,-0.003267381,0.009516837,-0.000261712,-0.004276115,-0.006165228,-0.006462036,-0.015918958,-0.014532374,0.003536809,-0.011569918,0.013645726,0.01300578,-0.012305026,-0.011477762,0.0119087,0.007623113,-0.013782919,-0.011576626,0.008501594,0.000666963,-0.010700236,-0.017269005,-0.001167883,0.007172131,-0.008342023,0.026328987,0.016594756,0.012314652,0.00280648,0.003584229,0.008357655,-0.006650042,-0.007246377,-0.000744602
0.003995738,-0.003569389,-0.017857143,0.004498715,-0.000324149,-0.013561742,0.011307226,0.004250295,0.003674669,-0.007578201,0.002172339,0.013874291,0.003847634,-0.003129278,0.009725159,0.000955475,0.010380623,-0.002900653,0.02513089,0.004294479,0.004755997,0.015934959,0.011764706,-0.000730034,-0.004568594,0.011907164,0.006096012,-0.008915835,0.012633795,-0.009433962,-0.004576659,0.002420941,0.022211131,0.004461796,-0.013277134,-0.000222173,0.001113409,-0.027898551,-0.005115463,-0.01017294,0,-0.009772783,-0.01338557,0,-0.006106093,0.003928571,-0.006314959,0.008786611,-0.00486618,-0.014157973
0.001857257,-0.001862731,-0.018181818,-0.005758157,0.005350195,-0.000361795,-0.002727025,0.004702563,-0.003905297,0.001299756,-0.007225434,-0.018245905,0.001149866,-0.013537375,-0.010678392,-0.001909126,0.00036049,0.001454545,0.014555669,0.006414172,0.008232147,0.004161332,0.025145349,-0.017679719,-0.006031996,-0.009972078,-0.009088614,-0.002518892,0.005718246,0.005494505,0.002955665,0.006943396,-0.00390625,0.02665186,-0.002776591,0.000888889,-0.001747696,-0.017144987,-0.000734538,0.008050702,0.008412198,-0.003454231,0.020185308,-0.006454816,0.010879304,-0.002134472,-0.017741295,0.005391954,-0.002716653,0.005291005
0.006355932,0.007895492,-0.013967357,-0.011261261,-0.007901951,0.006152733,-0.003828275,0.01076527,0.008576329,-0.022553951,0.011280932,0.00654699,-0.003828484,-0.004176611,0.000846561,0.0017215,-0.00972973,-0.012708787,0.001510194,0.003034901,0.004286589,0.011794708,0.00623848,-0.003718578,0.003825858,0.001410153,-0.007898089,-0.023809524,-0.018263267,0.011657559,-0.00556647,0.000899415,-0.007598039,0.003244997,-0.015420861,0.013765542,0.022282349,-0.016116799,0.002352249,0.0057774,-0.001042753,0.002228274,-0.007784625,-0.017241379,0.002658901,0.004278075,0.011726648,-0.008663366,-0.002179243,0.011654135
-0.001842105,0.007976072,-0.010504536,-0.002928734,-0.004713914,0.008992806,-0.001372495,0.009492938,0.002672498,0.002656042,-0.003238575,-0.011540076,0.025749424,0.00019972,0.001480228,0.002482337,-0.008915575,-0.02096359,0.014576527,0,0.003252033,0.002205419,0.028321826,0.004031054,0.001051387,-0.004425669,0.005392912,-0.019216556,0.018603019,-0.02160605,0.000329272,0.011532125,0.021486787,0.012398922,0.008266261,-0.014016645,0.004047953,0.010984775,0.000880023,-0.003716844,0.000913361,-0.000741107,0.030728996,-0.010424612,0.005429979,-0.006389776,-0.001731948,-0.015813566,0,0.009661836
-0.002109148,-0.002967359,0.012546244,0.000326371,-0.011758942,0.009982175,0.017042331,0.013302752,0.006299976,0.005960265,0.006498195,-0.00764169,0,-0.002196486,-0.002956081,0.001714286,-0.006241968,-0.003756574,-0.015605648,0.00332829,0.003849271,0.004715498,-0.002877501,-0.007881041,0.00249442,-0.001616488,-0.000255428,0.006405426,-0.014645072,-0.005152742,0.002633311,-0.002517027,-0.001692456,0.000532481,0.009708738,0.001332741,0.004651884,-0.027449485,0.002344666,0.00525691,-0.002216139,0.010630408,-0.011100539,-0.005652621,-0.00037679,0,-0.000533832,0.006765328,0.001092001,0.002576371
0.000792602,-0.006519274,0.011596505,-0.000326264,-0.006445216,-0.001764914,-0.004594595,0.000452694,-0.0117987,0.018268598,-0.008249641,0.004705882,-0.01910828,0.011206724,0.011859382,0.001140901,0.017919823,0.011312217,0.001761449,0.00331725,0.001816347,-0.006570713,0.014566442,0.007793765,-0.00091671,0.010119409,0.001021972,-0.010857357,-0.006644518,-0.015168331,-0.002626395,-0.016179308,-0.006539114,-0.00532198,0.001282051,0.011756877,-0.005402068,-0.004312034,-0.000730994,-0.00168691,0.007577737,0.011007828,0.012508018,0.019896641,0.004774469,-0.001429082,-0.007344105,-0.011759765,-0.004908645,0.010279001
-0.005807814,0.004707561,-0.014133166,-0.006201044,-0.004657352,0.009547383,0.005701873,0.014479638,0.010964912,0.016486181,-0.01880651,-0.024696615,-0.014896868,-0.005145458,0.01213897,0.003038936,-0.003811252,0.014168531,0.005777443,-0.002404569,0.005439162,0.005669291,-0.010700257,0.020523498,-0.008913357,-0.003406131,-0.004594181,-0.006434519,0.023587397,0.011269722,0.008887426,0.006185878,-0.005119454,-0.002675227,0.008962868,-0.007235255,0.005121043,0.00019685,-0.002487198,-0.004731328,0.00466805,0.003145415,0.000633513,-0.030909552,0.000375141,0.002504472,0.012644606,0.007224819,0.006029049,-0.000363372
0.00212427,-0.003691609,-0.018158649,-0.017077176,0.004512032,0,0.008909287,0.016726137,-0.027958544,0.011130545,-0.009952083,-0.000218293,0.023652579,0.008354884,-0.012406948,0.001136148,0.004372381,-0.002205882,0.005994006,0.002410365,-0.005209377,0.005637332,-0.027245345,-0.001894491,0.006480624,0.012866908,-0.007179487,-0.008,-0.000515907,0.017830609,-0.000978793,0.004348478,-0.011026709,0.002682403,0.002961083,-0.017888693,-0.005249344,0.003739421,-0.000440012,0.005432937,0.004775426,0.005788712,-0.002532447,0.002875817,0.007375,0.000713776,0.003852285,-0.007594937,-0.00817216,-0.002908033
-0.005034446,-0.004987887,0.007300454,0.004009355,0.00099817,0.004903678,-0.012844528,-0.009212547,-0.009422266,-0.007862872,-0.006701415,0.011790393,-0.015151515,-0.011244821,-0.003350084,0.004350293,-0.008888083,-0.008106116,-0.001737835,-0.000300571,-0.006445116,0.014014326,0.006755806,0.027595269,-0.000262812,0.010123065,-0.007747934,0.006912442,0.008947006,0.014963504,-0.003919007,0.007464915,0.008176412,-0.004280364,0.016237874,0.002248707,0.000465622,0.000588235,0.007043287,0.004728132,-0.000513809,-0.015107914,0.006664551,0.018769552,0.000868594,-0.002496434,-0.00899828,-0.00212585,0.004806372,-0.007291287
0.002663116,-0.004153538,0.005959092,-0.008319468,0,-0.007668177,-0.009758742,0.018596414,0.000250313,-0.025202092,-0.005622189,0.039706517,0.015769231,-0.007581804,-0.008613445,0.001506591,-0.005124451,0.009286776,0.038547625,-0.006013229,-0.000202716,0.001535627,0.011883126,0.00610969,0.002365931,-0.012576145,0.020562207,0.020213577,0.01244884,-0.000359583,-0.000655738,-0.005631298,0.014499877,-0.020956475,-0.015563395,0.008077182,0.000155135,-0.016264942,0.007431153,-0.008403361,0.003469991,0.01412223,-0.007881463,0.006397134,-0.004587156,0.000357526,0.01295233,-0.001704303,0.004373377,0.011751744
0.000265604,0.000287646,-0.001601025,0.009060403,0.015622403,0.004214963,-0.007664933,-0.00804173,-0.013263263,0.014146341,0.020731248,-0.01286841,0.001893222,0.008242863,0.004026277,0.004889056,0.00459897,0.006993007,0.001915709,-0.002117362,-0.004257908,0.007053051,0.008842222,-0.014828414,-0.004720692,0.00199005,0.003825555,0.022803738,-0.010442985,0.005755396,-0.013779528,0.013114754,-0.001453488,-0.013172338,-0.008853288,0.005341643,0.012719094,0.001394422,-0.003037316,-0.004576271,-0.001280738,0.00120048,0.013028281,-0.010424612,-0.005978329,0.001072194,-0.000922752,-0.013657704,0.016328752,-0.00508167
-0.005576208,-0.001150252,0.018762027,0.007981377,0.006054656,-0.004197272,-0.007172414,0.012927257,-0.01521684,0.022446689,-0.011447563,0.000630782,-0.008692366,0.013758724,-0.005276488,-0.000748503,0.007324666,0.009137427,-0.00334608,0.003031222,-0.001018123,0.001522533,0.010818954,0.002006881,0.008695652,-0.00754717,0.007367886,-0.003654971,0.000680851,-0.001430615,0.006986028,-0.005589879,-0.01431344,-0.017241379,0.012973203,-0.001106929,-0.000612651,-0.023871096,0.004787466,-0.00238379,-0.005642472,-0.043645084,-0.020702635,-0.010277492,-0.00776845,-0.003213138,-0.001847209,-0.007356123,0.002142188,0.000729661
-0.009345794,-0.001727364,-0.010546199,-0.004289014,-0.001138582,-0.004917457,0,0.00908501,-0.013134175,-0.003293085,-0.01045947,-0.007354486,0.034311857,-0.014358773,0.019944833,-0.000561798,0.000727141,-0.007968127,-0.007673861,-0.001208824,-0.006930289,-0.006384919,0.015986994,-0.022317597,0.00261233,-0.013808285,-0.012358134,-0.017241379,-0.022112604,-0.020057307,0.007928642,0.005473373,-0.006153089,0.021505376,0.003989083,-0.008421986,0.00137931,0.000611372,0.000721917,0.002730841,0.003868971,0.014543631,0.0128123,0.026739356,-0.000126279,0,-0.005419696,-0.002179599,0.000935204,0.00255195
0.001078167,-0.00259553,-0.000795418,0.007620941,0.004722358,-0.001411931,0.011392053,0.009860665,0.032620042,-0.012114537,0.005285013,0.011854361,-0.019535569,0.002394732,0.007905138,0.013490725,-0.008719346,-0.004381161,0.00362494,-0.010892587,-0.004515599,-0.004895961,0.009334578,0.002194908,-0.00169359,-0.001623377,0.004596527,0.011571482,0.004174639,-0.009502924,0.000983284,-0.004707959,0.009410599,0.009972299,0.014219992,-0.004246759,0.001071319,0.007331976,0.002597028,-0.005787234,-0.005395683,0.023727138,-0.013915244,-0.01517067,-0.000126295,-0.003223496,-0.005050505,-0.003494976,0.008008542,-0.012
0.001615509,-0.00318057,-0.002228944,-0.004932588,-0.006969206,0.008130081,-0.003571429,-0.006792613,0.007581501,0.010670489,-0.020277882,0.007531381,-0.003007519,0.000796337,-0.002683179,0.001663894,-0.001282756,0.009534287,0.005778955,0.007035791,-0.001649485,0.011685117,0.023913331,0.00043802,0.000130497,0.006300813,-0.002287748,0.017712177,0.004157284,-0.001476015,-0.000327439,0.002365115,-0.019872424,-0.024136039,0.006391753,0.004264871,-0.007644091,0.004852406,0.005324507,-0.004622496,-0.003487471,0.020521487,0.013470173,-0.00872914,0.000757863,-0.005749192,0.00547689,-0.010083297,0.001721398,-0.001472212
0.006182796,0.006671501,0.014839636,0.020819564,-0.003427452,0.00631136,-0.015715467,0.017952554,-0.014045648,-0.004884967,0,-0.016818937,0.005656109,0.008951661,0.003518212,-0.003691399,0.012293578,-0.009444243,0.000478813,-0.003948967,-0.001032631,-0.005775076,0.001419355,-0.010507881,0.004175365,0.006059382,0.011210191,0.000725163,-0.002070036,-0.021433851,-0.006223387,0.001179767,-0.01301627,-0.012366498,0.012292563,-0.01721055,-0.003235249,0.002414487,0.002290295,0.012211902,-0.004795852,-0.012065295,0.001265823,0.012950013,-0.00315537,-0.011203469,-0.00026571,-0.002214349,-0.007666887,-0.004791743
0.001068662,0,0.01336478,0.022337326,0.001310187,0.004529617,-0.006722689,-0.005668696,-0.005850929,-0.010926366,-0.01111537,-0.018796199,0.006749156,-0.004337539,-0.008042895,0.005001853,0.005618996,-0.005133847,0.013161043,0.00884416,0,-0.000611434,0.006957866,-0.005162242,-0.00220894,-0.020879341,-0.001763668,-0.00615942,-0.005704408,0.008308157,-0.000659196,0.000441891,0.018767436,-0.016505407,-0.001416717,0.006822834,-0.002472952,0.001605781,0.007854899,-0.003398471,-0.003256056,-0.00335249,-0.008217446,-0.006903605,0.006583945,0.005116959,-0.000797342,-0.002219263,0.000266418,-0.002962963
-0.000800641,-0.002017,-0.00325834,-0.01139962,-0.010467779,0,0.01212634,0.012246622,0.001279427,0.007684918,-0.022093023,-0.004735256,0.005959032,-0.011683168,0.018087318,-0.009953917,-0.005227109,0.003685957,-0.005668399,0.003325272,0.001033699,0.00856531,-0.006142035,0.012601927,-0.010287798,-0.005126102,-0.009591116,0.014218009,0.014255911,0.004868914,-0.012203166,-0.011631331,-0.011700274,0,-0.01905148,0.006324825,0.001084599,-0.009619238,-0.004817911,-0.002728048,0.001829348,-0.016578568,-0.01625239,0.017507724,-0.002012579,0.004363636,0.004521878,-0.010676157,0.003995206,0.002228826
-0.010149573,0.001876714,0.046699875,-0.005765535,-0.006446281,-0.005549775,0.001671775,-0.002711723,-0.003066701,0.007626311,-0.006341657,0.007136678,0.006664198,-0.000801443,0.00183786,0.005399367,0.006704113,0.004406904,0.020665083,0.005724616,-0.004337051,0.003336366,-0.010943736,0.006442167,0.002631579,0.009068425,0.003312946,0.013299784,0.02022626,0.01155423,0.003005008,-0.006852376,-0.010075567,-0.012152778,0.013429752,-0.004040404,0.010215137,-0.008498584,0.000569557,0.001025816,-0.004825877,-0.014170535,0.002915452,0.00784413,-0.004663474,-0.004344678,-0.00754667,-0.003147482,0.004642526,0.002965159
0.006745818,0.00129683,0.004015467,0.018363402,-0.012809849,0.006627136,0.012795549,-0.004601548,0.006664958,-0.005834122,0.000398883,-0.01653425,-0.018021331,-0.007218769,0.00998777,-0.002777778,-0.006299496,0.012797075,-0.002792646,0.000299581,-0.000829703,0.016021765,-0.011325176,-0.00712831,0.01023622,-0.011029412,0.005334011,-0.009577864,-0.023857527,-0.00073692,0.001997337,-0.001499925,0.009923664,0.013473931,-0.000611621,0.005634438,0.00612839,0.008979592,0.00569233,0.002903501,0.001179554,0.017100372,0.006459948,-0.002008536,-0.006078258,0.013454545,0.016808965,0.02300406,0.003036705,0.005543237
0.002144197,-0.002590301,-0.001629388,0.009490668,-0.004550051,-0.001039501,-0.002197199,-0.001050641,0.004074357,-0.00555115,-0.003189793,-0.018340611,0.008988764,0.010906887,0.004036327,0,0.000905633,0.010108303,-0.007934656,0.002395927,0.003736766,0.008033323,-0.004081633,-0.007472527,-0.002598077,-0.006815366,0.012885296,-0.010386819,-0.01222031,0.007374631,-0.000664452,0.00615893,0.016628874,-0.002312139,-0.013055896,0.021066786,-0.003654637,0.012338188,0.001132022,0.001021798,-0.007068988,-0.011452242,0.001604621,0.013584906,0.001274048,0.007893793,0.008790344,0.000440917,-0.000263262,-0.005145167
0.00454667,-0.002885586,-0.035459941,0.021623316,-0.010496022,-0.003468609,-0.000825764,0.001893143,0.01394877,0.013716108,0.0148,-0.005115658,0.018188567,0.003996004,-0.029346734,-0.002971216,0.001085776,-0.003573981,0.005880969,0.000896325,0.005170631,-0.00974026,0.006345849,-0.006643047,-0.002214118,0.000207943,0.005238214,-0.019905899,-0.010280537,0.003660322,-0.00099734,-0.00612123,-0.019578686,0,0.005787516,0.003731343,-0.012226807,0.010589411,0.003109541,0.004593399,-0.004350692,0.015282228,-0.005446972,-0.004964011,0.003690037,-0.00249199,-0.006242684,0.011458792,0.001711652,0.006280015
-0.00399361,-0.004196209,-0.013844024,0.018711656,0.003250642,-0.010442047,0.007713499,-0.019315557,0.002501251,0.009911894,-0.000394166,0.008942544,-0.017134524,-0.00159204,-0.000207082,-0.005773887,0.008857556,0.006097561,0.008419083,-0.005373134,-0.005967078,0.005961252,0.004598003,-0.00609303,-0.0020885,0.001039501,-0.003970223,-0.003692762,0.005985915,0.003646973,0.009983361,0.00615893,-0.009352882,-0.008690614,-0.00513769,0.00043735,0.002630357,-0.02155002,-0.001127237,0.002032176,0.006223517,-0.01383831,0.027061856,0.001496633,-0.001267748,-0.001427552,-0.010862453,-0.009150327,-0.005651945,-0.013582966
-0.003207698,-0.000726533,0.007175168,0.021680217,-0.008015007,0.008090046,-0.00082012,-0.004923999,-0.007984032,0.011684063,-0.010252366,-0.014402836,-0.014094955,0.001793901,0.016777133,0.002435369,-0.018993012,-0.010695187,-0.001391466,-0.00270108,0.009935831,-0.000592593,0.002746175,-0.00388756,0.000915631,-0.009761163,-0.002491281,0.007412898,0.001750088,-0.010901163,-0.000658979,-0.003433861,0.014034192,-0.006428989,-0.001239413,0.00852459,0.016203704,0.018589614,0.003667654,0.004225114,-0.000657981,0.015755785,-0.018820577,-0.00373599,0.009139375,0.003573981,-0.00952633,-0.001319261,-0.004758757,-0.007443245
