,Inst_0,Inst_1,Inst_2,Inst_3,Inst_4,Inst_5,Inst_6,Inst_7,Inst_8,Inst_9,Inst_10,Inst_11,Inst_12,Inst_13,Inst_14,Inst_15,Inst_16,Inst_17,Inst_18,Inst_19,Inst_20,Inst_21,Inst_22,Inst_23,Inst_24,Inst_25,Inst_26,Inst_27,Inst_28,Inst_29,Inst_30,Inst_31,Inst_32,Inst_33,Inst_34,Inst_35,Inst_36,Inst_37,Inst_38,Inst_39,Inst_40,Inst_41,Inst_42,Inst_43,Inst_44,Inst_45,Inst_46,Inst_47,Inst_48,Inst_49
Inst_10,0.054836191931326,0.01794158407321765,0.007302817102425365,0.013104169910414661,0.028718035606665023,-0.02314058346576337,-0.004236612784827674,-0.005239466025272367,0.03088938359130255,0.03131037662150975,,0.03013882688234429,-0.011859317972881535,0.007358305038638395,0.0006664900915917488,-0.031216588956079233,0.013337319516931423,-0.015836401176576996,-0.006986206167498072,-0.03472063727489079,-0.012283362522856868,-0.009311364054842178,-0.027981017782573347,0.0003880732697957648,0.03601333300482558,0.05229221774109306,0.07059807717223499,0.006933242266511947,0.025856834268063168,-0.050428966065786535,0.01558785885097527,0.008300301875732208,-0.0092660158584943,0.026890182561683275,0.046851326001725736,-0.012652939369827988,-0.04429266226226297,0.007621973204245562,-0.020749341086994774,0.048739513214584314,0.005868874754390641,0.050534900946410964,-0.001415438895043661,-0.02339470640100541,-0.01192053885085369,0.016535023354965872,-0.017861412968668066,-0.0075681691561404855,-0.0469036053930616,-0.04874663407589887
Inst_11,0.01147843357269285,-0.02398590885623397,0.04393445626682349,0.011414840728636497,0.03383688717950453,-0.025372000364799124,-0.04679187134233193,0.014713757546915977,0.03543339632238287,-0.017465064477146103,0.030138826882344285,,0.02045499775745662,0.04596128321280069,0.0283318792404071,-0.014368241396568835,-0.0024653060941193634,0.0062163564980269636,-0.002170224533517142,0.043289384187680434,-0.017309337997540596,-0.01216655575032614,-0.031875018001624414,0.07472656142088181,0.013380217884814262,0.025614120045511234,0.05694320609156209,0.01972623960852363,0.034946936926966474,0.012826886504239557,0.012009960759693147,-0.05369159334597066,0.03824188194234057,-0.05518137172485624,0.022653041956215016,0.017292114590794317,0.07519440930969466,-0.024299362349427037,0.016685678892779034,-0.03470771210050586,0.052000853356120355,0.0762513637660051,-0.04567677019205182,0.003773840258694237,-0.031130216218477405,-0.0007463341817084604,-0.0024010699695871827,0.013680682349559938,-0.0048933173297195,-0.018139160009146043
Inst_12,-0.06339339100864544,-0.01980360952826268,-0.04157816627691337,-0.042852297016842615,0.042273975964773995,0.06437479142787933,-0.027634660485186705,0.006553933343905673,0.0018228579099488005,0.00960750159757645,-0.011859317972881537,0.020454997757456624,,0.01799490500445158,-0.014884298027647848,0.024361743201577465,0.02848918411518974,0.09908708497303574,0.03139492052374159,-0.024092219931082473,-0.02336450324838822,0.02820954234342976,0.005215414421577377,-0.0073593408619450065,-0.01330788114860509,-0.026098968350430563,0.012468942581541062,0.020477997575566304,-0.016701841005127862,0.024612442342069333,0.0320808313722526,0.05963798728372641,-0.02460853971263984,0.022000490942703517,0.004673544048588082,-0.03453934602046587,-0.08972649395982149,0.04685219055545476,0.03346424622526148,0.033352620849622136,0.01936466861789582,0.021727855026346995,0.016307935033830885,-0.05132389928900052,0.04712960411380856,-0.02288455860321073,0.008848458150564733,-0.006827589388147406,-0.0234382918036582,0.031213394639325057
Inst_13,0.029327503062982894,0.015301599620889473,0.07495415514966516,-0.014332386460431206,0.01188587804521484,-0.002170070313698224,-0.007699626568510798,0.0647668880657441,0.005438841575717919,0.10159821443970722,0.007358305038638396,0.045961283212800685,0.01799490500445158,,0.024474541262620976,0.03934394359229284,0.03377095750890446,0.11032062341538694,-0.05657344834774897,0.022030622184628944,0.009010529749481444,0.017639868700616602,-0.03405278280861626,0.04205572873867686,-0.014241768153832728,0.0599876343620996,0.03416577719556629,0.01077521753680747,-0.04476930099902696,-0.03925902852989133,-0.04916445392858907,0.017254227437660353,-0.03201114881982041,-0.006887828395857497,0.003551019768984518,0.004629938836965656,-0.05825347766906909,0.066459753866924,0.10743130819158417,0.024075652949464756,-0.00942963129441085,0.0037052774895626056,-0.0066352743258140615,-0.0050812634720777215,0.038825618837797636,-0.018568308827557622,0.028354884573791556,0.04830310825064461,-0.02342562095492754,0.013695871892285792
Inst_14,-0.001632076987757132,0.011036195678560495,0.010165670429389106,-0.014272535645460105,-0.029245688494855208,-0.012253865142453305,0.02597859245625455,-0.022977411346234856,0.016220325415765194,0.06463276252700069,0.0006664900915917488,0.0283318792404071,-0.014884298027647846,0.024474541262620976,,-0.056315229619851706,-0.007911091891561839,0.07606286353334583,-0.004986490749006557,-0.02990765354789893,-0.005402272503190893,0.04717877009939142,-0.03386086080800545,0.017374708274781853,0.06521048004796795,0.012360912061626927,-0.052198168095595174,0.03274096307954547,0.0040575010573760005,-0.027292523459403438,-0.04643256761936322,-0.0497622532982798,-0.03658703724545777,-0.0069197969409023,-0.06524094147682474,0.010896705267021946,-0.026988817583849783,0.059052199903203824,-0.024271047673594625,0.021571510730949938,0.01335528628508703,-0.06906908542181443,0.05299614104210774,-0.00356097014316034,0.037656237912878796,-0.01258893198292626,-0.0023645939147565447,-0.006127676791267783,0.001063568014964371,0.006948768567946414
Inst_15,0.036747892790002845,-0.032731335339099776,0.05518046223467397,-0.03743716944751734,-0.009417984225900875,0.023550906669334633,-0.03741033731066003,0.08350137154450359,0.00554809672999106,0.0014847499122497862,-0.03121658895607923,-0.014368241396568835,0.024361743201577465,0.03934394359229284,-0.056315229619851706,,0.03327542861801006,7.236364673850835e-05,0.018053284688219245,-0.05691536720671962,-0.02564557817531596,-0.011345905064373985,-0.05173617417366174,-0.011009844601027934,0.013282304976002586,-0.00024041865362480047,-0.00012133585420929625,0.01563095241509263,0.029509489115786235,-0.012037267567511722,-0.012051224109792247,0.06625276975553782,0.006911130578956932,-0.014826371999090284,0.009279707032724713,-0.03994732752299282,-0.0436289987160454,-0.041422776569191376,0.01758770589238308,0.017225264374323163,0.033792787670904254,0.010434177509594118,-0.019050854195742817,-0.009631829078760321,0.055093088914803766,-0.06378332511495838,0.04053554249964962,0.03894394414364804,0.03856648115533856,-0.004656060553235115
Inst_16,-0.014732613976787195,0.028138910760283686,0.0706621714398184,0.00784427369433532,-0.009354201044896688,-0.023924676420412065,-0.006241296201310462,-0.02646712762164261,-0.04227728165013534,-0.015360342652722962,0.01333731951693142,-0.0024653060941193634,0.02848918411518974,0.03377095750890446,-0.00791109189156184,0.03327542861801006,,0.030337054273320993,-0.018515070104371537,0.04751327985220891,0.03559165919169661,0.009171297127353397,-0.019472000816221042,-0.06690241978732354,-0.016273866967151704,-0.04695972090785746,0.02450609795855298,-0.04835449847474137,-0.0008077301821860968,0.034966075647080014,0.033250456864050267,-0.007339554356191015,0.049936934002587224,-0.03432111315432202,0.02308468937667298,-0.01659794310954058,0.005643868581769273,-0.04991988844763657,0.029989184397318507,0.045976604072024405,0.061286228253979405,0.034368290551247495,0.010223157571649351,0.036172867316147564,-0.026412177826629253,0.0033288067087777614,0.001739965510639124,-0.000797953800463829,0.02659857406880941,0.03320557643577763
Inst_17,-0.004766989425357863,0.040041556661586875,0.045287041919276974,0.024884635936537784,-0.008638246616927034,-0.00887293578611906,-0.028178277890208603,-0.04989325750224166,0.005180557664422823,0.04342973268343656,-0.015836401176576993,0.0062163564980269636,0.09908708497303574,0.11032062341538695,0.07606286353334585,7.236364673850835e-05,0.030337054273320993,,0.0640065656158463,0.024356522521284608,0.013040265669746453,-0.02457215079009612,-0.07771649872842402,2.723219225607156e-05,0.02149890974472468,0.027534514830345854,-0.06847571515623391,0.056060784776065166,-0.009346138494585255,0.041185321351772594,0.012042274031974593,0.019149755274245634,0.00017596137834007946,0.030494668227222275,-0.026839729746268425,-0.0015990771928615633,0.010527075711496662,0.03718028303408785,0.033899656685300886,-0.04824528308689651,-0.08334089890332921,-0.014098737517011036,-0.06514921708721948,-0.004393336554720335,0.034569659551370875,0.0658927028010371,0.022510872939047476,-0.016890511904943516,-0.024898923618031123,0.025400784142839992
Inst_18,0.027727822647409656,-0.020668786756358696,-0.0375588865653088,-0.022697294523398547,-0.009298798781104994,0.015923433862938437,0.028958218980526064,0.05073345606405885,0.036499656116738805,-0.0022764269183749774,-0.006986206167498072,-0.002170224533517142,0.03139492052374159,-0.05657344834774897,-0.004986490749006558,0.018053284688219245,-0.01851507010437154,0.0640065656158463,,0.02805203290678653,0.06122184578999512,0.018260694471872105,0.06289214610769928,-0.033665688941630835,-0.05061756564098399,0.018055469782154474,0.055991048994797885,-0.016366343284109647,0.010324619946574576,0.04308058460522829,-0.02775571122342621,-0.021512633692463708,0.025214806802640075,0.006115151399607411,-0.05755448836720627,0.04233756241974767,0.0153168621066995,-0.065696555273444,0.12795814962711172,-0.0392826006897606,0.019959651853275404,-0.011473640288467035,-0.07643227479037483,-0.0707406852225242,0.08007991345016693,-0.01583300823894868,0.006749691491534051,-0.02415232914147066,-0.001351447911589065,0.022270181152773946
Inst_19,-0.056991425725009884,0.026669306498804776,0.06637381130398762,0.011966362498026918,0.021398573245502775,0.02467513882792455,0.04379021678886965,0.007092934040771593,-0.008157711130992439,0.03872987336151465,-0.03472063727489079,0.043289384187680434,-0.02409221993108247,0.022030622184628944,-0.029907653547898927,-0.05691536720671963,0.04751327985220891,0.02435652252128461,0.02805203290678653,,0.09077231529383749,0.06786506727459914,0.03579276811328658,-0.014115229237261044,0.04592776237026651,0.014294121464285974,0.03647273581776182,-0.07478831652904376,0.09893362776683545,0.060655044727530236,0.03258362910695144,0.025591255523819353,-0.0027232323010520565,-0.012959427354660357,-0.020141530482369045,0.036766387028251225,0.024877225808149345,-0.028241569036869474,0.028450041374196527,0.06132062689153352,-0.0021939041359489825,0.026229872745628425,-0.03253533124643371,-0.00971575965260981,0.04608092049663995,0.027155136068385665,0.06837065920143479,0.0048789028709274596,0.013044284780872443,-0.004373636532087002
Inst_20,0.04712912631817746,0.014712319803351706,0.009107916372376307,-0.05119956486543076,0.009010412465014531,-0.016344137823115685,-0.03980268524772132,0.024593643741514962,-0.023928891823500553,-0.07291146041718372,-0.01228336252285687,-0.017309337997540596,-0.02336450324838822,0.009010529749481444,-0.005402272503190893,-0.02564557817531596,0.03559165919169661,0.013040265669746453,0.06122184578999513,0.0907723152938375,,0.04106937417626706,0.001678508302412792,-0.010667959956126192,0.004540972511935226,-0.0060264404757515815,0.0697949407452117,0.018567738340905575,0.013585380323849894,0.010197242995133249,0.035619405145878656,0.04049886913435198,-0.03778775634442613,-0.02445756541180947,0.025027361530710314,0.025220738577395627,-0.012219803901723636,0.021960214324735928,0.07157343475936977,0.004323286062190013,0.09395263847702079,0.08451231329343485,-0.025499901082534825,-0.023689855217701186,0.07575527555675547,-0.005945998325361752,-0.01054304682113178,-0.007269698751646048,0.046401848633107964,0.04301323956771596
Inst_21,0.0035427297460215697,-0.028573522300620272,-0.02047749567733414,-0.06811350838243092,-0.04787244221118494,0.0986755300866902,0.026227091207937918,0.04316060883308426,-0.034389745442235845,0.00478625874135428,-0.009311364054842178,-0.01216655575032614,0.02820954234342976,0.0176398687006166,0.04717877009939142,-0.011345905064373987,0.009171297127353397,-0.02457215079009612,0.018260694471872105,0.06786506727459914,0.04106937417626706,,0.020086929300164383,0.006911725364021878,-0.04693548290462228,0.0015593193190643392,0.023236532021313188,0.04831973134056706,0.001110250958276577,0.00041574903281738545,0.04677252689348575,0.06717293954742846,0.0250117151778963,-0.023915432945618473,-0.05366175926201665,0.024890064254684034,0.025771852449946092,-0.04306480614859449,0.007105446659395034,0.03349587327104467,-0.021366300127634803,0.0293167569374423,0.041576664695306624,-0.024732127255038452,0.09604502380359324,0.013258244103975627,0.039580150470936375,0.09541565192845018,-0.010581544317707118,0.03286289034590399
Inst_22,0.060335138131095305,0.03320394270892921,-0.04064825569811291,-0.018370481539155426,0.019062755605286096,0.008618776982197244,-0.006113820101537769,0.006521793041173198,0.08141636004528305,-0.05740630065758261,-0.02798101778257335,-0.031875018001624414,0.005215414421577377,-0.03405278280861627,-0.03386086080800545,-0.05173617417366174,-0.019472000816221045,-0.07771649872842402,0.06289214610769926,0.03579276811328658,0.001678508302412792,0.02008692930016438,,0.032154680566547356,-0.03595319149535062,-0.0007384193436551516,0.033211638798870104,0.028862925665444596,0.07077921806988327,-0.008576403218139683,-0.014865601494320955,-0.03769655302535299,0.001950495291591245,0.03463925500178063,-0.04497829738133895,0.014614511592663394,-0.03765234641147895,0.012500408834237375,0.03720349178062786,0.05891752446722454,0.0024913382204196054,0.05881609753158139,-0.023352013828455406,-0.0032401806806515196,-0.03466645334125226,-0.009880092987409769,-0.016406010859575375,0.016665544772760638,0.052403981982507196,-0.008374550255817284
Inst_23,0.009378098601954906,0.03537532802614446,-0.02281207984796278,-0.03142246081874184,-0.03346393959959574,-0.021761119844681154,-0.0030311090512967443,0.09141606135328005,0.06717890371148474,0.024265595051490257,0.00038807326979576473,0.0747265614208818,-0.0073593408619450065,0.04205572873867686,0.017374708274781853,-0.011009844601027934,-0.06690241978732354,2.723219225607156e-05,-0.03366568894163084,-0.014115229237261044,-0.010667959956126192,0.006911725364021877,0.032154680566547356,,0.0068242358536497365,-0.0205435449178915,-0.02916221034862441,0.07520960158817604,0.006172324035371648,-0.0010371497414622386,0.08550557088153836,0.010280262972038727,0.06694778473471738,0.027724283001515235,0.03931742298979652,-0.010331738559099916,0.1083996342810051,0.03361623021535503,0.057479092443310426,0.016643458413844577,-0.033489280298268,0.013452528830887656,-0.022395918898762947,0.01513688746473538,0.03965268799767914,0.07168858785988615,-0.004478870923751068,0.01593685156418616,0.02060001973801526,0.042117478171230946
Inst_24,8.686661663913935e-05,0.0012527568852844684,0.009671777635770425,0.007029777088042823,-0.034316671119201114,-0.05947096905686626,-0.043465072495015,-0.0043812307059977315,-0.03638943271174927,0.020361754095029234,0.03601333300482558,0.013380217884814262,-0.01330788114860509,-0.014241768153832728,0.06521048004796794,0.013282304976002586,-0.016273866967151704,0.02149890974472468,-0.05061756564098399,0.0459277623702665,0.004540972511935226,-0.04693548290462228,-0.035953191495350624,0.0068242358536497365,,0.026583732042641427,-0.03549237890802898,0.015808484961829627,0.010105806551366685,-0.031729029779129,-0.018826555249861675,-0.004795087118095088,0.010670328723305653,-0.05439514269967415,0.02935245336327196,0.03620867763168379,0.006368445431872428,-0.040122504237632944,0.031213676423966764,0.006984524625127428,-0.09307299623639433,0.03605766968009665,-0.01198048252315722,0.006847938223715009,-0.061585673491537145,-0.04043349879228572,0.02887699964955606,-0.010410609093978111,-0.016551265269115795,-0.013555383541456498
Inst_25,-0.016086506974235606,-0.04938715232389588,-0.0333971519797001,-0.07972562366832732,0.015206957124689542,0.003330591432485121,-0.011840436135751739,-0.01968333378145723,-0.003991674838329915,0.06623755822652114,0.05229221774109305,0.025614120045511234,-0.02609896835043056,0.059987634362099605,0.012360912061626927,-0.0002404186536248005,-0.04695972090785745,0.027534514830345858,0.018055469782154474,0.014294121464285976,-0.006026440475751582,0.0015593193190643392,-0.0007384193436551516,-0.0205435449178915,0.02658373204264143,,-0.05096958584447749,0.03329759917249716,0.003196069085330814,-0.05302315278408094,-0.003606978633694691,0.038063567618093576,0.012262219760878754,0.026133937482674216,0.001348716543419121,-0.022425698717258497,0.05278147886522151,0.012969891294747569,0.070767662001242,0.028414077925013763,0.05778986410479306,-0.033503482685595005,0.01629926833309298,-0.013060475687859698,-0.025949844160914164,-0.06514627350836633,-0.0015919639813332628,0.0019520361557045106,-0.04734355666353816,-0.033528725472949474
Inst_26,0.07998164269780673,0.05433950524714539,0.04645684755561869,-0.05042289938424295,0.020265778442366673,0.040785622455650906,0.035690600934723545,0.059841301466216974,-0.002814030737105972,-0.014859593953173279,0.07059807717223499,0.05694320609156209,0.012468942581541062,0.03416577719556628,-0.05219816809559517,-0.00012133585420929625,0.024506097958552978,-0.06847571515623391,0.055991048994797885,0.03647273581776182,0.0697949407452117,0.023236532021313188,0.033211638798870104,-0.02916221034862441,-0.03549237890802898,-0.0509695858444775,,-0.0005023577331392976,-0.017887802283492033,0.03095736205599046,-0.001898637189487051,-0.0015680786460984242,0.025350928678295016,-0.03393860918486162,-0.008183685100019133,-0.046009666343629234,0.01721238537796081,-0.027292480762443987,-0.01520384960869229,0.018326785017331232,0.012827637124487905,0.003131550630994218,-0.040688699699630036,0.027515959616463612,0.031313134299780124,-0.0373878178568081,0.02432821339092181,0.058584082324283825,0.008767688008303567,0.014764403273345612
Inst_27,-0.007519137081577606,-0.012939151999301773,-0.03922770153815152,-0.04876934795014396,-0.013552744748552874,0.016556468043570485,-0.04465090855726156,-0.03346718624152456,0.010057480084725226,0.069762894282997,0.006933242266511946,0.01972623960852363,0.020477997575566304,0.010775217536807468,0.03274096307954547,0.01563095241509263,-0.04835449847474137,0.056060784776065166,-0.016366343284109647,-0.07478831652904376,0.018567738340905575,0.048319731340567065,0.028862925665444596,0.07520960158817605,0.015808484961829627,0.03329759917249715,-0.0005023577331392976,,-0.016283314940609975,-0.05143641533360913,0.03881799986789665,0.003163666983420621,0.013085557547799978,0.009667450323017475,0.007368334039464346,0.037381197082693204,-0.0644906107685285,0.04750228058134785,-0.04928806916705479,-0.02747639442458995,-0.06358939609919409,0.008300631332000104,0.02118642885373669,0.02952362298520093,0.01503106546005241,-0.023247737217937416,-0.009151063448568112,0.018975688441816997,-0.015184149056068508,-0.07367845641057702
