,Target_0,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7,Target_8,Target_9,Target_10,Target_11,Target_12,Target_13,Target_14,Target_15,Target_16,Target_17,Target_18,Target_19,Target_20,Target_21,Target_22,Target_23,Target_24,Target_25,Target_26,Target_27,Target_28,Target_29,Target_30,Target_31,Target_32,Target_33,Target_34,Target_35,Target_36,Target_37,Target_38,Target_39,Target_40,Target_41,Target_42,Target_43,Target_44,Target_45,Target_46,Target_47,Target_48,Target_49
Reg_11,-0.0004814000174928038,-0.001012088382169562,-0.007783775575930919,2.6764175302330164e-05,-0.0028563346556952514,-0.0018579237734347898,-0.004479670774107236,0.006259036986254077,-0.003933669931624501,-0.01019872849774332,0.001766901126277355,,0.0016814065014636025,0.002947178081971608,-0.003935702562436508,-0.002600247210772098,-0.007231935616440926,-0.002010332499225293,-0.0057569344478796145,-0.0035635374922749264,-0.0029726287583836577,-0.002844665237845278,0.01740616665213036,0.015160212830892614,0.00113355008408934,0.0016733478114908178,-0.0014036447113483118,-0.0029424244394098244,0.004414783065410822,0.004740646098485893,-0.0023253272925163495,-0.004554005333373014,-0.0051165655763799394,-0.0013903017383232231,0.00039736073618430403,-0.013110799701295847,-0.0006936159559945405,0.002695563589317531,-0.0013926051143570105,0.005694590648865057,-0.003234202186684199,-0.004845139736096414,0.0020942338872190318,-0.005921498074588181,-0.003765521569074692,0.0006191660126211592,0.0007671244503051551,-0.0012119028020784884,0.004759034820103527,0.0008527627253073957
Reg_12,0.0003790235038863701,-0.0010746060520138085,-0.013041388516989005,0.001834623872060842,-0.012958089932516114,-0.0019874661499518958,-0.007051638042087638,0.002939230877859875,-0.007059149228747231,-0.009561868848218219,-0.0005353398229898604,0.022692814796934174,,0.00724325462495555,-0.0037743395412352864,-0.0053150971734367445,-0.001651408852616432,0.00279041330530362,-0.009567153787185628,-0.00021080056414793076,-0.006240511341071535,0.002067537910204531,0.02622172355454548,0.033308851618510986,0.0007523794411647377,0.002952092685753932,0.0036713083371610164,-0.003189398401363295,0.005877161581225097,0.007244150770067303,-0.004336214156002231,-0.003062508352544855,-0.004894837723601391,-0.0007933019206921413,0.0034013290558960723,-0.01175483213781883,0.002343163932269342,0.007274542036213919,-0.0007729334504182903,0.00475048419152232,-0.0062627568403176275,-0.004110659599127497,0.005470832868333078,-0.004991328922405359,-0.00046977182468947113,0.002595397408298038,0.007712968712665561,-0.003476283678136375,0.010629824090399009,0.0018638968999677937
Reg_13,0.0012874844485774133,0.0033891151187285854,-0.012037164390929125,0.005989728877440023,-0.0049491178312025715,-0.004847184089846413,-0.0055610250647567935,0.0362115951532385,-0.01080804922049823,-0.02368753240215878,0.0019705065381648273,0.03922856840225892,0.0027944279621637895,,-0.010724377650122048,-0.004818772835422059,-0.011255044656776472,-0.004530436986974877,-0.010887798514721029,-0.0028001335486816676,-0.00418397516718794,-0.008879217052424995,0.025434370557507732,0.026889571654788034,-0.0010305997172885216,0.005926806651843761,-0.00016036165854054334,-0.007508509455660848,0.008650043154405913,0.006115528009699518,-0.006574950516378344,-0.008767159045474425,-0.012581087762963203,-0.0006872314744310879,0.002742317423257831,-0.01885927840807199,-0.008500770053687556,0.007696088763865341,-0.002022184953409644,0.004856423997111038,-0.00915438627687151,-0.009434583709863801,0.0057051254050672065,-0.012195236202598466,-0.006080902770670857,-2.4475623218791425e-05,-0.01016934355838946,0.0004460874715675324,0.0013056513420708635,2.069702998938295e-05
Reg_14,-0.001554859757748256,0.0007259180715200206,-0.0009769380031131474,0.004516777353059037,-0.0005516901427142812,-0.0008874967851045171,0.0007350380854576375,0.0009682536924626279,0.0005356215833729741,0.017783610605468344,0.001900062747569885,0.0012348441575522453,0.0005811393974797383,0.00307013171586908,,0.0002905988761935359,0.0007362301238409885,0.0010347734575840808,0.00165564431600992,-0.00016383148951509336,-0.0016641427067937125,0.005849674655685489,-0.0028682302416805088,0.007239270992906658,-0.0037289442883569226,0.0016972841466703712,-0.003251123230796244,0.0029362107519045433,-0.005830650275176524,-0.002823794273066968,-0.0009768454708449245,0.012224879471972224,-0.002695578015266076,0.0010476245712797158,8.763334729143653e-05,-0.00284781190235567,-0.00474082076298802,0.00295080050051153,0.0014650020455274086,0.0029323298480661334,-0.008326168468150921,-0.0015437722410156635,-0.004614918439148066,-0.0009153381604669668,0.0018851253551712994,-8.827366322158674e-05,-0.005555656548145082,-0.00038092501837238375,0.001043043469929804,-0.00043968251713235045
Reg_15,-0.007729095347567949,0.0006076277324840168,-0.0042250489114821176,0.012032284294565352,-0.0056604114525197055,0.006903424678224021,0.0012939057838484516,0.015877484410570828,-0.01774403835974706,0.030511662406575765,-0.004297026244531794,0.007529524340290012,0.005617148797388774,0.008664970980967501,0.009725382428712803,,-0.0015712567310189136,-0.009605833289982366,0.019650133293528858,-0.0036118498052163436,-0.011028100369772387,0.005971096647907572,0.018503091178799752,0.005156537061934992,0.001010543450008606,-0.0033917991425705205,-0.01355639020130018,0.011587826315037186,-0.008416351741821714,-0.002235871050887343,0.010336643513139444,0.019174553249844895,0.023563854261076652,0.0007307408290054554,0.02681938073103898,-0.0036299504962404505,-0.0031369133209450065,-0.05050187488986958,0.009527425639366514,0.011942875622944936,-0.010305313632303475,0.02012485937971455,0.004174436514988611,0.0031543143735089053,0.010624172181170503,-0.006260137771436186,-0.0044576955568327,-0.0027954712516210945,0.0007598102404040061,0.0037916877649628433
Reg_16,-0.0009526278417821087,0.0014839808533964032,0.013156605853326902,0.0025418410513014045,0.00546081737559485,0.0009681647080159281,0.004028956238172452,0.004915769930506655,0.001984441555882946,0.015191365512879786,-0.0008201295215757158,0.0009561937279199823,-0.004046527342720399,0.0022111505784427605,0.007526845325300618,0.005512359527602854,,-0.002285432547726065,0.009028874603042216,1.9707510340119695e-05,0.004628637346890832,0.001355593094662376,-0.030928660272820697,0.00329030477585224,-0.0028182848989291233,0.0007195295622719945,-0.005049296766193337,0.005302424617827257,-0.005333271300133851,-0.01667667847852675,0.006867955892442357,0.00482564540818235,0.0034701414323789464,0.00143975288993318,0.001516466377571812,0.0022234455440868694,-0.002308729691331554,-0.004085247756727995,0.005538767803147851,0.003082880970732563,-0.0015525117601211192,0.0007948816652590795,-0.009548167632243918,-0.00013711205000562835,0.003282776456604823,-0.002540230111175727,-0.009033318860776077,0.0006550236309769329,-0.0031355248164747873,-0.0010786224420711937
Reg_17,-0.0003271731474426997,-0.010943680695872078,-0.013153100640302205,0.0062808420303619794,-0.0033910238746617414,-0.004594852609555201,-0.00022853430123570835,0.0006626021681206008,0.005963558157056113,-0.013518786162141338,0.006512221438125486,0.03951999053364778,0.0022987325501639955,0.007157956274452192,-0.016560332763046158,-0.005181612218193947,0.00039240047624087925,,-0.012479182150069962,-0.003254277534394582,-0.005824585061806105,0.001801917109893976,0.025775576771898387,0.040640778022429117,-0.0020244837087046164,-0.0014262942305153397,0.00725123538715441,-0.004904388091116979,0.002822700176992993,-0.004547123291052752,-0.005651325861374883,-0.006464328152245477,-0.01215496708283565,6.75052484685054e-05,-0.003069179960038474,-0.016746599957299973,-0.001343671400263319,0.01431195598807147,-0.0036032738721645044,0.014132523358419847,-0.00985727012740968,-0.0020848806644396807,-0.004173843016906929,-0.005186596025238106,0.0031910628461051223,0.003928250736464643,-6.219914721020982e-05,-0.0003612343544844741,0.011080807899799051,0.00017202851692808328
Reg_18,-0.0032579515745355444,0.005894828363614113,0.005628602446445136,0.011669395184868434,0.009602250046193585,0.003975834731404519,-0.001554115758171738,0.013228341687458015,-0.006281618545797727,0.031181020775770264,-8.711042687146222e-06,0.004210735923756558,0.0047391207046559945,0.014514463705130478,0.015177591877594222,0.008000725193309731,0.012601220435974222,-0.003486644428566761,,0.001353894991745941,-0.00452162664243389,0.012841587552453225,0.00817396379868726,0.006312442960807688,-0.004154885768189419,-0.0049076002255880975,-0.006890376829391446,0.0038830163572602435,-0.0007099910858201279,0.0023492279068673843,0.004058450509810469,0.020117346604396676,0.021936046907055393,0.0034237583136978045,0.01426042131072439,0.007639246088193912,-0.009885555012498522,-0.006912566994445502,0.01576189450994852,0.003911263313891062,-0.0006665693751583637,0.024615569274129494,-0.0037441904497836714,0.00012698920618811485,0.008505926828755192,-0.004689098745543004,-0.021445179383078973,0.0015911435033638596,-0.0009339196923455481,0.00097910003021166
Reg_19,0.0009546937726760703,0.011897371561722332,0.04289477283626862,-0.003640112991745191,0.031095492872416915,0.0026444317687945727,0.023638217896147305,-0.011456779400293573,0.02948050119412611,0.033241049820273705,0.00017670838519432568,-0.02053965014166601,-0.03665983687928192,-0.003192914562209002,0.016836443005339832,0.012278173936788067,0.043291028825979835,-0.0009075365433090333,0.016844157497068205,,0.026860717486212687,0.004141212073403233,-0.10219811236367898,-0.006097259321859822,-0.010969983297611341,-0.0012235321548495664,-0.0057223540851201946,0.005588050389684181,-0.015122096738236699,-0.033266793572428614,0.009768667354604847,0.009939768215243063,0.015107363225566047,0.006944159217939661,-0.01828625289814381,0.03226957771463351,-0.005507491363267541,-0.010683125519919399,0.010390118224983222,0.005829611246540441,0.007576625032068145,-0.0005625755186819793,-0.020196036909862342,0.0074729714352911045,0.006959641715051649,-0.004226218974454159,-0.033277049646968336,0.018504117371171597,-0.018479160971568303,-0.01019429056073187
Reg_20,-0.0015636528852163625,0.0018130284898942549,0.041602797164029356,0.0006758889996320803,0.027487725928022184,0.0029690164355418353,0.008576093617838962,0.004133306440342167,0.003051694732405738,0.019518782939167312,-0.0012611055752397534,-0.010614498436704995,-0.006898200317371625,0.0004315983377206,0.010786271242588684,0.00985350299727268,0.02173978993728917,-0.004365223883201002,0.014346026469850174,-0.00011918070160907254,,0.0025964947440698296,-0.07967806118422811,-0.007771767559880927,-0.0029635267162121644,-0.00048685834797377556,-0.00823868080865329,0.0077455611049357465,-0.010426878401006211,-0.01616939661607652,0.012174754978263301,0.007680880232164385,0.011335677207704412,0.001974952812221478,0.002710267240023879,0.01762245458889883,-0.0034662553026339553,-0.008384185016301667,0.004304626945270473,0.001529351700151512,0.0005882910813074091,0.004606062085787243,-0.007918624146571403,0.00511136042498149,0.0011858451288138344,-0.00330656977362541,-0.008504692555490958,0.0010124194142281523,-0.004694686481001321,-0.0013497936970377595
Reg_21,-0.0026731368028976086,0.0019720017883528315,-0.0031392304411060213,0.01114307539179554,-0.0027817343278958902,-0.0032454185221744347,-0.0006893975196778746,0.010264913433484877,-0.006218192869714022,-0.007828180695473391,0.0008748178610010709,0.015439826701008161,0.0014869203446334382,0.013175931794945594,-0.003780003731473719,-0.0011486265480524756,0.00027773096575157844,0.0018695412487204565,-0.004215273331584972,-0.0012875698880425322,-0.003584412552148874,,0.004708183239882944,0.022934392155491163,-0.005487935892056927,0.003666622860120124,-0.0028468663508610056,-0.00421988671223046,-0.003971795938005657,-0.0015011196107252206,-0.003768778091076862,0.010753370094272819,-0.004435756235554898,0.001511313907066962,0.0043076637092308466,-0.008288368985935426,-0.004368736451580172,0.00563123179283944,0.002597540114191967,0.011467218508133592,-0.021070024364599902,-0.0029514116949832855,-0.006482976504728573,-0.003424235031092579,0.007032355779136464,-7.296746864047213e-05,-0.008305258991744599,-0.0011538322899708646,0.0027474482835490896,-6.341483823973381e-05
Reg_22,0.00031702683253533823,-0.0008641844443016683,-0.013649631657521711,-0.000637506536328503,-0.006081259815552656,-0.0009180096222014758,-0.005294695392998705,-0.0021647258458339213,-0.0001862726237713828,-0.007441958328599819,0.0004772152610852416,0.002714380033802322,0.0012174179100739359,-0.0007400549153638326,-0.002111326388644715,-0.003418223510033884,-0.00566380574888378,0.0010489724742310462,-0.0057803094761475155,-6.877476927110832e-05,-0.0019301291329084517,-0.0008756694282087495,,-0.0016046910741349069,0.0038491055377197136,0.0003984500917232676,0.0026768568296632934,-0.0034388049260445394,0.004430327099372628,0.00932391457405124,-0.002794316096233274,-0.004310329662901062,-0.0036554781349943024,-0.0008631850452672565,-0.00047684199987972024,-0.0018393977649167716,0.0005491332731180235,0.0026797406823359446,-0.001969897883724554,-0.0014242032863634338,-0.0005307297675851769,-8.911354968612177e-05,0.004466539256470438,-0.0034540784540749987,-0.0031032614177252376,0.0009574367716076216,0.0029325514280215165,0.0007624485988322579,0.0018492328616918408,0.0007426835230785201
Reg_23,0.00022771794458984206,-0.0007208258969030483,-0.006112655657889562,-2.6995613022684188e-05,-0.0003559642543290644,-0.000997379731959469,-0.0011423790015176914,0.004175938122162982,-0.0012816777425097051,-0.004549112958658058,0.001240146568233709,0.01555466307492211,-0.0003293044981689609,0.001586795934966126,-0.004417358345411706,-0.0013793068279688812,-0.002892655832478281,-9.089690048929651e-05,-0.002815123901683745,-0.0011285276855624493,-0.0020354876951351043,-0.0016024872968766239,0.00941534614083861,,0.0005319477122013298,-7.513351229182336e-05,0.00025284715443686624,-0.002057447532736663,0.0020280808431285494,0.0020595425891734996,-0.0017383478146852135,-0.0023466597770027088,-0.002935793182077628,-0.0009216247138055795,0.001324721018297747,-0.007674430025126234,-3.349577723985097e-05,0.0008333323439877399,-0.0006962029926971436,0.003515440423663048,-0.0014110212090841718,-0.001614401142670337,0.0005796221614901734,-0.002008073468582153,-0.0007189846242788926,0.00042967338842544046,-0.0003006279781719032,-0.0007851633256006137,0.00191902588326647,0.0010792237326287795
Reg_24,-0.0017319429741162445,-0.0069045814193138015,0.0028582326155142867,-0.004062408089112378,-0.0071824745130704085,0.003314143199570408,0.0009277379453007767,-0.009340535024875172,-0.0004746006664711292,0.007868860352128797,-0.004757323789822327,-0.004385339013470765,0.0016919148828231565,-0.0041951453551111505,0.000716175879325372,-0.003027168931893082,-0.0019598661315965837,0.0030302778987359334,-0.00582748339482567,-0.00037484409720365663,-0.0008445707829487596,0.0024030141762962772,-0.013018929221208857,-0.00866002142651857,,-0.005319031245844145,0.006911699863313954,0.0017650885827875285,0.004926501802010508,0.007880005730524466,0.0073036312496901215,-7.103998691312082e-06,-0.002519854710236873,-0.0017403450553906484,0.004996481390085006,0.0018571489737391484,0.008175058469728807,-0.005906222534408578,-0.008182791041589199,-0.0019450072670731088,-0.0018000435919841436,0.0053354089797029245,0.0002210636030041601,0.00407018339661586,-0.0014370589782782641,0.0012842172331051268,0.021418351337605637,-0.003699035106634701,0.008082280517260527,0.0034005203453713662
Reg_25,0.000871670427577238,0.007405559244562084,0.003476064298594643,0.0006312322362701923,0.0019704369684009175,-0.0010543186154883385,0.000807078633712112,-0.003916185744901233,0.010012108096751078,-0.003438870829459938,0.0031770719046014468,-0.0126817207996065,-0.006179271043770021,-0.005102625684108213,0.0025308567826576624,0.0011588309172263155,0.001167010333089197,-0.0006771102237858322,0.006608976330204157,0.003225954155843872,0.003676649782175499,-0.0037806296146569406,-0.010595133452761871,-0.00443928704605702,-0.0031382192407225806,,-0.0003247434986641869,0.000568158794145034,-0.00303314567809844,-0.0020677977284480667,-0.0015385037652708323,-5.811337469040236e-05,-0.0008658042632663608,0.002977221881557596,-0.014659015020477381,0.005608874799006324,-0.00388192369474614,0.0117966765243008,0.0008045385143256604,-0.006001631661883069,0.0053163508483181415,-0.006133780853610699,0.0009374588753581183,-0.0023868475570146255,-0.0003535300986120819,-0.00047369905056472575,-0.005448608108858952,0.0035427347312835785,-0.018350102637665247,-0.013552991419096107
Reg_26,0.002100081771988512,-0.011803259829163902,-0.004927824211534194,-0.0030739983146260636,-0.010076275225796388,-0.0005478326154949443,-0.004509758509889473,-0.004157939860871807,0.0008323227651175889,0.015830063830826212,-0.004072268033601407,0.022116720814976856,0.0055457748973285256,-0.00143765989289079,0.011756209494747736,-0.006576775649075705,0.0057279201108790855,0.01282284709662721,-0.019471399171908817,-0.002175773482863756,0.0010118347183449541,0.004071114287269701,0.01004591177696293,0.014782444187942579,0.006164886646223741,-0.008186306333223049,,-0.0010071392969254718,0.018820723883357465,-0.0034669318730792273,0.005087126674863394,-0.007664149401384392,-0.008671591598393646,-0.0019302607529716146,0.0005162855470270834,-0.006954539090094277,0.011922223055576192,0.014297483800261022,-0.007324805139664221,0.006912245421556409,-0.012313108975929072,0.0003927194723715187,-0.0010128167773527917,-0.00030435851901895955,-0.006524897591712612,0.004950342866792489,0.009965761671724981,-0.0016283976559608498,0.018346894399892087,0.006146618084207435
